"id","date","fear_greed_index","fear_greed_rating","vix","created_at","qqq_close","smh_close","spx_close","dji_close"
"23153","21/7/2025 00:00:00","73.2857","greed","16.65","12/4/2026 22:56:10","562.08","289.61","6305.6","44323.07"
"23154","22/7/2025 00:00:00","73.8857","greed","16.5","12/4/2026 22:56:10","559.17","284.48","6309.62","44502.44"
"23155","23/7/2025 00:00:00","76.3714","extreme greed","15.37","12/4/2026 22:56:10","561.72","285.72","6358.91","45010.29"
"23156","24/7/2025 00:00:00","75.2571","extreme greed","15.39","12/4/2026 22:56:10","562.92","286.91","6363.35","44693.91"
"23157","25/7/2025 00:00:00","74.6571","greed","14.93","12/4/2026 22:56:10","564.27","286.6","6388.64","44901.92"
"23158","28/7/2025 00:00:00","73.8","greed","15.03","12/4/2026 22:56:10","566.04","290.51","6389.77","44837.56"
"23159","29/7/2025 00:00:00","70.6286","greed","15.98","12/4/2026 22:56:10","565.16","291.99","6370.86","44632.99"
"23160","30/7/2025 00:00:00","68.0286","greed","15.48","12/4/2026 22:56:10","565.92","295.34","6362.9","44461.28"
"23161","31/7/2025 00:00:00","63.7143","greed","16.72","12/4/2026 22:56:10","562.92","287.88","6339.39","44130.98"
"23162","1/8/2025 00:00:00","49.8","neutral","20.38","12/4/2026 22:56:10","551.83","283.07","6238.01","43588.58"
"23163","4/8/2025 00:00:00","56.8857","greed","17.52","12/4/2026 22:56:10","562.01","289.29","6329.94","44173.64"
"23164","5/8/2025 00:00:00","55.0286","greed","17.85","12/4/2026 22:56:10","558.2","286.21","6299.19","44111.74"
"23165","6/8/2025 00:00:00","55.3143","greed","16.77","12/4/2026 22:56:10","565.22","285.73","6345.06","44193.12"
"23166","7/8/2025 00:00:00","54.7143","neutral","16.57","12/4/2026 22:56:10","567.13","290.22","6340","43968.64"
"23167","8/8/2025 00:00:00","58.3714","greed","15.15","12/4/2026 22:56:10","572.42","292.62","6389.45","44175.61"
"23168","11/8/2025 00:00:00","57.6286","greed","16.25","12/4/2026 22:56:10","570.73","292.49","6373.45","43975.09"
"23169","12/8/2025 00:00:00","62.2571","greed","14.73","12/4/2026 22:56:10","577.9","299.17","6445.76","44458.61"
"23170","13/8/2025 00:00:00","63.3429","greed","14.49","12/4/2026 22:56:10","578.19","300.35","6466.58","44922.27"
"23171","14/8/2025 00:00:00","63.2571","greed","14.83","12/4/2026 22:56:10","577.74","300.98","6468.54","44911.26"
"23172","15/8/2025 00:00:00","63.5429","greed","15.09","12/4/2026 22:56:10","575.2","294.73","6449.8","44946.12"
"23173","18/8/2025 00:00:00","64.2","greed","14.99","12/4/2026 22:56:10","574.97","295.94","6449.15","44911.82"
"23174","19/8/2025 00:00:00","59.8857","greed","15.57","12/4/2026 22:56:10","567.17","289.97","6411.37","44922.27"
"23175","20/8/2025 00:00:00","55.9143","greed","15.69","12/4/2026 22:56:10","563.81","288.06","6395.78","44938.31"
"23176","21/8/2025 00:00:00","52.6","neutral","16.6","12/4/2026 22:56:10","561.2","286.57","6370.17","44785.5"
"23177","22/8/2025 00:00:00","55.5429","greed","14.22","12/4/2026 22:56:10","569.85","292.73","6466.91","45631.74"
"23178","25/8/2025 00:00:00","53.9429","neutral","14.79","12/4/2026 22:56:10","568.21","293.01","6439.32","45282.47"
"23179","26/8/2025 00:00:00","55.4","greed","14.62","12/4/2026 22:56:10","570.49","295.83","6465.94","45418.07"
"23180","27/8/2025 00:00:00","59.1143","greed","14.85","12/4/2026 22:56:10","571.37","296.74","6481.4","45565.23"
"23181","28/8/2025 00:00:00","64.4286","greed","14.43","12/4/2026 22:56:10","574.95","297.95","6501.86","45636.9"
"23182","29/8/2025 00:00:00","61.5429","greed","15.36","12/4/2026 22:56:10","568.29","289.39","6460.26","45544.88"
"23183","2/9/2025 00:00:00","62.4571","greed","17.17","12/4/2026 22:56:10","563.53","285.59","6415.54","45295.81"
"23184","3/9/2025 00:00:00","61.3714","greed","16.35","12/4/2026 22:56:10","567.96","285.54","6448.26","45271.23"
"23185","4/9/2025 00:00:00","61.1714","greed","15.3","12/4/2026 22:56:10","573.1","288.96","6502.08","45621.29"
"23186","5/9/2025 00:00:00","58.6857","greed","15.18","12/4/2026 22:56:10","573.93","292.37","6481.5","45400.86"
"23187","8/9/2025 00:00:00","58.2286","greed","15.11","12/4/2026 22:56:10","576.73","295.6","6495.15","45514.95"
"23188","9/9/2025 00:00:00","57.9429","greed","15.04","12/4/2026 22:56:10","578.36","296.89","6512.61","45711.34"
"23189","10/9/2025 00:00:00","57.9429","greed","15.35","12/4/2026 22:56:10","578.55","299.9","6532.04","45490.92"
"23190","11/9/2025 00:00:00","60.3429","greed","14.71","12/4/2026 22:56:10","581.92","302.99","6587.47","46108"
"23191","12/9/2025 00:00:00","61.3429","greed","14.76","12/4/2026 22:56:10","584.49","303.38","6584.29","45834.22"
"23192","15/9/2025 00:00:00","64.4571","greed","15.69","12/4/2026 22:56:10","589.49","306.22","6615.28","45883.45"
"23193","16/9/2025 00:00:00","64.3714","greed","16.36","12/4/2026 22:56:10","588.99","306.26","6606.76","45757.9"
"23194","17/9/2025 00:00:00","63.7714","greed","15.72","12/4/2026 22:56:10","587.82","304.3","6600.35","46018.32"
"23195","18/9/2025 00:00:00","66.5429","greed","15.7","12/4/2026 22:56:10","593.12","315.99","6631.96","46142.42"
"23196","19/9/2025 00:00:00","66.2286","greed","15.45","12/4/2026 22:56:10","597.13","314.73","6664.36","46315.27"
"23197","22/9/2025 00:00:00","66.5143","greed","16.1","12/4/2026 22:56:10","600.67","321.17","6693.75","46381.54"
"23198","23/9/2025 00:00:00","56.7714","greed","16.64","12/4/2026 22:56:10","596.68","320.7","6656.92","46292.78"
"23199","24/9/2025 00:00:00","54.5714","neutral","16.18","12/4/2026 22:56:10","594.58","320.11","6637.97","46121.28"
"23200","25/9/2025 00:00:00","50.6571","neutral","16.74","12/4/2026 22:56:10","592.02","320.06","6604.72","45947.32"
"23201","26/9/2025 00:00:00","51.2857","neutral","15.29","12/4/2026 22:56:10","594.45","320.82","6643.7","46247.29"
"23202","29/9/2025 00:00:00","50.9714","neutral","16.12","12/4/2026 22:56:10","597.21","321.66","6661.21","46316.07"
"23203","30/9/2025 00:00:00","51.4","neutral","16.28","12/4/2026 22:56:10","598.84","325.35","6688.46","46397.89"
"23204","1/10/2025 00:00:00","52.4857","neutral","16.29","12/4/2026 22:56:10","601.72","332.65","6711.2","46441.1"
"23205","2/10/2025 00:00:00","54.5429","neutral","16.63","12/4/2026 22:56:10","604.19","337.19","6715.35","46519.72"
"23206","3/10/2025 00:00:00","52.5714","neutral","16.65","12/4/2026 22:56:10","601.65","335.64","6715.79","46758.28"
"23207","6/10/2025 00:00:00","53.9714","neutral","16.37","12/4/2026 22:56:10","606.16","342.31","6740.28","46694.97"
"23208","7/10/2025 00:00:00","51.8571","neutral","17.24","12/4/2026 22:56:10","602.97","336","6714.59","46602.98"
"23209","8/10/2025 00:00:00","52.9429","neutral","16.3","12/4/2026 22:56:10","609.88","345","6753.72","46601.78"
"23210","9/10/2025 00:00:00","48.6286","neutral","16.43","12/4/2026 22:56:10","609.15","344.14","6735.11","46358.42"
"23211","10/10/2025 00:00:00","30.1429","fear","21.66","12/4/2026 22:56:10","588","324.33","6552.51","45479.6"
"23212","13/10/2025 00:00:00","29.7429","fear","19.03","12/4/2026 22:56:10","600.48","338.7","6654.72","46067.58"
"23213","14/10/2025 00:00:00","28.2857","fear","20.81","12/4/2026 22:56:10","596.48","332.47","6644.31","46270.46"
"23214","15/10/2025 00:00:00","27.4143","fear","20.64","12/4/2026 22:56:10","600.69","340.72","6671.06","46253.31"
"23215","16/10/2025 00:00:00","23.1143","extreme fear","25.31","12/4/2026 22:56:10","598.46","342.24","6629.07","45952.24"
"23216","17/10/2025 00:00:00","22.3286","extreme fear","20.78","12/4/2026 22:56:10","602.39","341.77","6664.01","46190.61"
"23217","20/10/2025 00:00:00","29.8571","fear","18.23","12/4/2026 22:56:10","609.98","346.14","6735.13","46706.58"
"23218","21/10/2025 00:00:00","28.5429","fear","17.87","12/4/2026 22:56:10","609.82","344.23","6735.35","46924.74"
"23219","22/10/2025 00:00:00","26.3714","fear","18.6","12/4/2026 22:56:10","603.95","337.55","6699.4","46590.41"
"23220","23/10/2025 00:00:00","27.5714","fear","17.3","12/4/2026 22:56:10","609.03","343.73","6738.44","46734.61"
"23221","24/10/2025 00:00:00","32.4571","fear","16.37","12/4/2026 22:56:10","615.53","350.05","6791.69","47207.12"
"23222","27/10/2025 00:00:00","37.3429","fear","15.79","12/4/2026 22:56:10","626.49","358.82","6875.16","47544.59"
"23223","28/10/2025 00:00:00","39.3429","fear","16.42","12/4/2026 22:56:10","631.31","361.98","6890.89","47706.37"
"23224","29/10/2025 00:00:00","42.1143","fear","16.92","12/4/2026 22:56:10","634.15","367.47","6890.59","47632"
"23225","30/10/2025 00:00:00","37.0571","fear","16.91","12/4/2026 22:56:10","624.46","362.6","6822.34","47522.12"
"23226","31/10/2025 00:00:00","34.4571","fear","17.44","12/4/2026 22:56:10","627.47","361.89","6840.2","47562.87"
"23227","3/11/2025 00:00:00","32.6","fear","17.17","12/4/2026 22:56:10","630.47","364.96","6851.97","47336.68"
"23228","4/11/2025 00:00:00","20.9429","extreme fear","19","12/4/2026 22:56:10","617.67","351.67","6771.55","47085.24"
"23229","5/11/2025 00:00:00","23.0571","extreme fear","18.01","12/4/2026 22:56:10","621.69","358.38","6796.29","47311"
"23230","6/11/2025 00:00:00","24.3429","extreme fear","19.5","12/4/2026 22:56:10","610.11","350","6720.32","46912.3"
"23231","7/11/2025 00:00:00","20.4286","extreme fear","19.08","12/4/2026 22:56:10","608.19","347.04","6728.8","46987.1"
"23232","10/11/2025 00:00:00","29.9429","fear","17.6","12/4/2026 22:56:10","621.64","357.68","6832.43","47368.63"
"23233","11/11/2025 00:00:00","30.4571","fear","17.28","12/4/2026 22:56:10","619.99","349.96","6846.61","47927.96"
"23234","12/11/2025 00:00:00","34.5714","fear","17.51","12/4/2026 22:56:10","619.5","354.43","6850.92","48254.82"
"23235","13/11/2025 00:00:00","24.5429","extreme fear","20","12/4/2026 22:56:10","606.85","343.75","6737.49","47457.22"
"23236","14/11/2025 00:00:00","22.0571","extreme fear","19.83","12/4/2026 22:56:10","607.31","343.91","6734.11","47147.48"
"23237","17/11/2025 00:00:00","11.6429","extreme fear","22.38","12/4/2026 22:56:10","602.12","339.24","6672.41","46590.24"
"23238","18/11/2025 00:00:00","8.9","extreme fear","24.69","12/4/2026 22:56:10","594.79","332.26","6617.32","46091.74"
"23239","19/11/2025 00:00:00","7.8571","extreme fear","23.66","12/4/2026 22:56:10","598.34","338.39","6642.16","46138.77"
"23240","20/11/2025 00:00:00","5.1714","extreme fear","26.42","12/4/2026 22:56:10","584.18","324.09","6538.76","45752.26"
"23241","21/11/2025 00:00:00","5.6571","extreme fear","23.43","12/4/2026 22:56:10","588.57","325.12","6602.99","46245.41"
"23242","24/11/2025 00:00:00","13.6857","extreme fear","20.52","12/4/2026 22:56:10","603.62","338.07","6705.12","46448.27"
"23243","25/11/2025 00:00:00","15.0286","extreme fear","18.56","12/4/2026 22:56:10","607.34","338.96","6765.88","47112.45"
"23261","19/12/2025 00:00:00","44.2","fear","14.91","12/4/2026 22:56:10","615.48","355.12","6834.5","48134.89"
"23262","22/12/2025 00:00:00","54.8857","neutral","14.08","12/4/2026 22:56:10","618.43","359.7","6878.49","48362.68"
"23263","23/12/2025 00:00:00","58.5714","greed","14","12/4/2026 22:56:10","621.33","363.16","6909.79","48442.41"
"23264","24/12/2025 00:00:00","58","greed","13.47","12/4/2026 22:56:10","623.14","364.17","6932.05","48731.16"
"23266","26/12/2025 00:00:00","54.8571","neutral","13.6","12/4/2026 22:56:10","623.1","365.86","6929.94","48710.97"
"23267","29/12/2025 00:00:00","47.8857","neutral","14.2","12/4/2026 22:56:10","620.09","364.21","6905.74","48461.93"
"23268","30/12/2025 00:00:00","46.1143","neutral","14.33","12/4/2026 22:56:10","618.65","363.31","6896.24","48367.06"
"23269","31/12/2025 00:00:00","43.2571","fear","14.95","12/4/2026 22:56:10","613.54","360.13","6845.5","48063.29"
"23271","2/1/2026 00:00:00","45.2286","neutral","14.51","12/4/2026 22:56:10","612.35","373.3","6858.47","48382.39"
"23272","5/1/2026 00:00:00","47.6","neutral","14.9","12/4/2026 22:56:10","617.21","377.59","6902.05","48977.18"
"23273","6/1/2026 00:00:00","52.8571","neutral","14.75","12/4/2026 22:56:10","622.63","387.62","6944.82","49462.08"
"23274","7/1/2026 00:00:00","48.5714","neutral","15.38","12/4/2026 22:56:10","623.23","385.02","6920.93","48996.08"
"23275","8/1/2026 00:00:00","48.3714","neutral","15.45","12/4/2026 22:56:10","619.69","378.98","6921.46","49266.11"
"23276","9/1/2026 00:00:00","54.1143","neutral","14.49","12/4/2026 22:56:10","625.86","389.22","6966.28","49504.07"
"23277","12/1/2026 00:00:00","58","greed","15.12","12/4/2026 22:56:10","626.38","390.66","6977.27","49590.2"
"23278","13/1/2026 00:00:00","59.0857","greed","15.98","12/4/2026 22:56:10","625.45","391.53","6963.74","49191.99"
"23279","14/1/2026 00:00:00","58.6286","greed","16.75","12/4/2026 22:56:10","618.77","388.35","6926.6","49149.63"
"23280","15/1/2026 00:00:00","63.6571","greed","15.84","12/4/2026 22:56:10","621","396.41","6944.47","49442.44"
"23281","16/1/2026 00:00:00","63.7714","greed","15.86","12/4/2026 22:56:10","620.48","400.39","6940.01","49359.33"
"23282","20/1/2026 00:00:00","50.8571","neutral","20.09","12/4/2026 22:56:10","607.29","390.39","6796.86","48488.59"
"23283","21/1/2026 00:00:00","53.8571","neutral","16.9","12/4/2026 22:56:10","615.5","401.93","6875.62","49077.23"
"23284","22/1/2026 00:00:00","54.7714","neutral","15.64","12/4/2026 22:56:10","619.98","402.82","6913.35","49384.01"
"23285","23/1/2026 00:00:00","54.8857","neutral","16.09","12/4/2026 22:56:10","621.94","400.09","6915.61","49098.71"
"23286","26/1/2026 00:00:00","57.6571","greed","16.15","12/4/2026 22:56:10","624.67","398.82","6950.23","49412.4"
"23287","27/1/2026 00:00:00","64.9714","greed","16.35","12/4/2026 22:56:10","630.34","407.25","6978.6","49003.41"
"23288","28/1/2026 00:00:00","65.5429","greed","16.35","12/4/2026 22:56:10","632.42","416.63","6978.03","49015.6"
"23289","29/1/2026 00:00:00","63.8286","greed","16.88","12/4/2026 22:56:10","628.64","417.52","6969.01","49071.56"
"23290","30/1/2026 00:00:00","58.6","greed","17.44","12/4/2026 22:56:10","621.09","403.46","6939.03","48892.47"
"23291","2/2/2026 00:00:00","63.4","greed","16.34","12/4/2026 22:56:10","625.35","407.97","6976.44","49407.66"
"23292","3/2/2026 00:00:00","43.3429","fear","18","12/4/2026 22:56:10","615.74","397.68","6917.81","49240.99"
"23293","4/2/2026 00:00:00","47.2286","neutral","18.64","12/4/2026 22:56:10","604.99","382.02","6882.72","49501.3"
"23294","5/2/2026 00:00:00","34.9429","fear","21.77","12/4/2026 22:56:10","596.28","381.07","6798.4","48908.72"
"23295","6/2/2026 00:00:00","45.3714","neutral","20.37","12/4/2026 22:56:10","608.88","401.65","6932.3","50115.67"
"23296","9/2/2026 00:00:00","48.4857","neutral","17.36","12/4/2026 22:56:10","613.55","406.65","6964.82","50135.87"
"23297","10/2/2026 00:00:00","47.2286","neutral","17.79","12/4/2026 22:56:10","610.7","404.76","6941.81","50188.14"
"23298","11/2/2026 00:00:00","49.9143","neutral","17.65","12/4/2026 22:56:10","612.34","414.78","6941.47","50121.4"
"23299","12/2/2026 00:00:00","36.3571","fear","20.82","12/4/2026 22:56:10","599.88","406.11","6832.76","49451.98"
"23300","13/2/2026 00:00:00","33.8429","fear","20.6","12/4/2026 22:56:10","601.16","407.72","6836.17","49500.93"
"23301","17/2/2026 00:00:00","33.3143","fear","20.29","12/4/2026 22:56:10","600.54","407.51","6843.22","49533.19"
"23302","18/2/2026 00:00:00","34.1571","fear","19.62","12/4/2026 22:56:10","605.03","412.55","6881.31","49662.66"
"23303","19/2/2026 00:00:00","34.4","fear","20.23","12/4/2026 22:56:10","602.71","410.2","6861.89","49395.16"
"23304","20/2/2026 00:00:00","42.3429","fear","19.09","12/4/2026 22:56:10","608.04","415.03","6909.51","49625.97"
"23305","23/2/2026 00:00:00","32.5429","fear","21.01","12/4/2026 22:56:10","600.65","412.88","6837.75","48804.06"
"23306","24/2/2026 00:00:00","40.2571","fear","19.55","12/4/2026 22:56:10","607.1","419.16","6890.07","49174.5"
"23307","25/2/2026 00:00:00","43.1429","fear","17.93","12/4/2026 22:56:10","615.9","426.16","6946.13","49482.15"
"23308","26/2/2026 00:00:00","42.9143","fear","18.63","12/4/2026 22:56:10","608.47","412.01","6908.86","49499.2"
"23309","27/2/2026 00:00:00","41.1714","fear","19.86","12/4/2026 22:56:10","606.53","406.37","6878.88","48977.92"
"23310","2/3/2026 00:00:00","34.2857","fear","21.44","12/4/2026 22:56:10","607.32","406.39","6881.62","48904.78"
"23311","3/3/2026 00:00:00","31.6286","fear","23.57","12/4/2026 22:56:10","600.82","391.06","6816.63","48501.27"
"23312","4/3/2026 00:00:00","33.0714","fear","21.15","12/4/2026 22:56:10","609.98","399.1","6869.5","48739.41"
"23313","5/3/2026 00:00:00","31.6286","fear","23.75","12/4/2026 22:56:10","608.14","395.35","6830.71","47954.74"
"23314","6/3/2026 00:00:00","25.2571","fear","29.49","12/4/2026 22:56:10","598.99","380.56","6740.02","47501.55"
"23315","9/3/2026 00:00:00","22.2286","extreme fear","25.5","12/4/2026 22:56:10","606.99","394.37","6795.99","47740.8"
"23316","10/3/2026 00:00:00","20.2714","extreme fear","24.93","12/4/2026 22:56:10","607","397.33","6781.48","47706.51"
"23317","11/3/2026 00:00:00","18.3143","extreme fear","24.23","12/4/2026 22:56:10","606.92","401.03","6775.8","47417.27"
"23318","12/3/2026 00:00:00","21.1464","extreme fear","27.29","12/4/2026 22:56:10","596.51","388.13","6672.62","46677.85"
"23319","13/3/2026 00:00:00","21.3802","extreme fear","27.19","12/4/2026 22:56:10","592.97","387.33","6632.19","46558.47"
"23320","16/3/2026 00:00:00","20.3714","extreme fear","23.51","12/4/2026 22:56:10","599.62","393.92","6699.38","46946.41"
"23321","17/3/2026 00:00:00","20.6857","extreme fear","22.37","12/4/2026 22:56:10","602.55","396.88","6716.09","46993.26"
"23322","18/3/2026 00:00:00","14.485","extreme fear","25.09","12/4/2026 22:56:10","594.15","393.67","6624.7","46225.15"
"23323","19/3/2026 00:00:00","16.3714","extreme fear","24.06","12/4/2026 22:56:10","592.27","394.92","6606.49","46021.43"
"23324","20/3/2026 00:00:00","15.6286","extreme fear","26.78","12/4/2026 22:56:10","581.33","384.74","6506.48","45577.47"
"23325","23/3/2026 00:00:00","14.1252","extreme fear","26.15","12/4/2026 22:56:10","588","391.36","6581","46208.47"
"22059","8/6/2021 00:00:00","45.9",,"17.07","12/4/2026 22:56:10","326.8","120.38","4227.26","34599.82"
"22060","9/6/2021 00:00:00","46.6333",,"17.89","12/4/2026 22:56:10","326.88","120.01","4219.55","34447.14"
"22061","10/6/2021 00:00:00","49.8667",,"16.1","12/4/2026 22:56:10","330.29","121.57","4239.18","34466.24"
"22062","11/6/2021 00:00:00","52.5",,"15.65","12/4/2026 22:56:10","331.15","122","4247.44","34479.6"
"22063","14/6/2021 00:00:00","54.1",,"16.39","12/4/2026 22:56:10","334.32","123.65","4255.15","34393.75"
"22064","15/6/2021 00:00:00","51.8667",,"17.02","12/4/2026 22:56:10","332.14","122.58","4246.59","34299.33"
"22065","16/6/2021 00:00:00","44.7",,"18.15","12/4/2026 22:56:10","330.93","121.55","4223.7","34033.67"
"22066","17/6/2021 00:00:00","42.7667",,"17.75","12/4/2026 22:56:10","335.13","122.92","4221.86","33823.45"
"22067","18/6/2021 00:00:00","31.8",,"20.7","12/4/2026 22:56:10","332.5","119.79","4166.45","33290.08"
"22068","21/6/2021 00:00:00","33.4333",,"17.89","12/4/2026 22:56:10","334.56","120.11","4224.79","33876.97"
"22069","22/6/2021 00:00:00","32.3667",,"16.66","12/4/2026 22:56:10","337.68","120.9","4246.44","33945.58"
"22070","23/6/2021 00:00:00","33.8333",,"16.32","12/4/2026 22:56:10","337.85","121.51","4241.84","33874.24"
"22071","24/6/2021 00:00:00","37.2333",,"15.97","12/4/2026 22:56:10","339.94","123.49","4266.49","34196.82"
"22072","25/6/2021 00:00:00","41.8333",,"15.62","12/4/2026 22:56:10","339.52","123.01","4280.7","34433.84"
"22073","28/6/2021 00:00:00","41.5333",,"15.76","12/4/2026 22:56:10","343.65","125.99","4290.61","34283.27"
"22074","29/6/2021 00:00:00","40.0333",,"16.02","12/4/2026 22:56:10","344.89","127.09","4291.8","34292.29"
"22075","30/6/2021 00:00:00","37.9667",,"15.83","12/4/2026 22:56:10","344.35","127.22","4297.5","34502.51"
"22076","1/7/2021 00:00:00","39.0667",,"15.48","12/4/2026 22:56:10","344.48","125.34","4319.94","34633.53"
"22077","2/7/2021 00:00:00","38.6",,"15.07","12/4/2026 22:56:10","348.44","126.04","4352.34","34786.35"
"22078","6/7/2021 00:00:00","33.0667",,"16.44","12/4/2026 22:56:10","349.94","126","4343.54","34577.37"
"22079","7/7/2021 00:00:00","32.3333",,"16.2","12/4/2026 22:56:10","350.68","124.25","4358.13","34681.79"
"22080","8/7/2021 00:00:00","26.8667",,"19","12/4/2026 22:56:10","348.57","122.59","4320.82","34421.93"
"22081","9/7/2021 00:00:00","31.5333",,"16.18","12/4/2026 22:56:10","350.74","124.68","4369.55","34870.16"
"22082","12/7/2021 00:00:00","33.0667",,"16.17","12/4/2026 22:56:10","352.11","126.31","4384.63","34996.18"
"22083","13/7/2021 00:00:00","30.3333",,"17.12","12/4/2026 22:56:10","352.11","126.04","4369.21","34888.79"
"22084","14/7/2021 00:00:00","29.6333",,"16.33","12/4/2026 22:56:10","352.74","125.77","4374.3","34933.23"
"22085","15/7/2021 00:00:00","26.8",,"17.01","12/4/2026 22:56:10","350.27","122.32","4360.03","34987.02"
"22086","16/7/2021 00:00:00","22.6333",,"18.45","12/4/2026 22:56:10","347.43","119.76","4327.16","34687.85"
"22087","19/7/2021 00:00:00","13.8074",,"22.5","12/4/2026 22:56:10","344.58","119.73","4258.49","33962.04"
"22088","20/7/2021 00:00:00","20.6333",,"19.73","12/4/2026 22:56:10","348.58","121.2","4323.06","34511.99"
"22089","21/7/2021 00:00:00","24.4667",,"17.91","12/4/2026 22:56:10","351.28","124.68","4358.69","34798"
"22090","22/7/2021 00:00:00","25.2",,"17.69","12/4/2026 22:56:10","353.6","123.93","4367.48","34823.35"
"22091","23/7/2021 00:00:00","29.1333",,"17.2","12/4/2026 22:56:10","357.73","124.83","4411.79","35061.55"
"22092","26/7/2021 00:00:00","30.7",,"17.58","12/4/2026 22:56:10","358.01","124.69","4422.3","35144.31"
"22093","27/7/2021 00:00:00","27.3667",,"19.36","12/4/2026 22:56:10","354.06","122.49","4401.46","35058.52"
"22094","28/7/2021 00:00:00","27.4667",,"18.31","12/4/2026 22:56:10","355.42","124.67","4400.64","34930.93"
"22095","29/7/2021 00:00:00","30.4333",,"17.7","12/4/2026 22:56:10","356.06","127.01","4419.15","35084.53"
"22096","30/7/2021 00:00:00","26.4667",,"18.24","12/4/2026 22:56:10","354.2","127.66","4395.26","34935.47"
"22097","2/8/2021 00:00:00","24.3667",,"19.46","12/4/2026 22:56:10","354.23","128.56","4387.16","34838.16"
"22098","3/8/2021 00:00:00","29.8",,"18.04","12/4/2026 22:56:10","356.38","129.72","4423.15","35116.4"
"22099","4/8/2021 00:00:00","27.3333",,"17.97","12/4/2026 22:56:10","356.89","131.14","4402.66","34792.67"
"22100","5/8/2021 00:00:00","32.5333",,"17.28","12/4/2026 22:56:10","359.16","131","4429.1","35064.25"
"22101","6/8/2021 00:00:00","32.5333",,"16.15","12/4/2026 22:56:10","357.58","130.29","4436.52","35208.51"
"22102","9/8/2021 00:00:00","32",,"16.72","12/4/2026 22:56:10","358.24","129.9","4432.35","35101.85"
"22103","10/8/2021 00:00:00","34.2667",,"16.79","12/4/2026 22:56:10","356.41","128.24","4436.75","35264.67"
"22104","11/8/2021 00:00:00","35.6",,"16.17","12/4/2026 22:56:10","355.79","127.9","4442.41","35484.97"
"22105","12/8/2021 00:00:00","38.9667",,"15.59","12/4/2026 22:56:10","357.08","126.5","4460.83","35499.85"
"22106","13/8/2021 00:00:00","41.4333",,"15.45","12/4/2026 22:56:10","358.33","127.32","4468","35515.38"
"22107","16/8/2021 00:00:00","46.7667",,"16.12","12/4/2026 22:56:10","358.48","126.77","4479.71","35625.4"
"22108","17/8/2021 00:00:00","36.7333",,"17.91","12/4/2026 22:56:10","355.33","124.37","4448.08","35343.28"
"22109","18/8/2021 00:00:00","20.5928",,"21.57","12/4/2026 22:56:10","351.91","122.77","4400.27","34960.69"
"22110","19/8/2021 00:00:00","19.1129",,"21.67","12/4/2026 22:56:10","353.61","123.84","4405.8","34894.12"
"22111","20/8/2021 00:00:00","24.4333",,"18.56","12/4/2026 22:56:10","357.27","124.38","4441.67","35120.08"
"22112","23/8/2021 00:00:00","28.1667",,"17.15","12/4/2026 22:56:10","362.61","127.95","4479.53","35335.71"
"22113","24/8/2021 00:00:00","33.9667",,"17.22","12/4/2026 22:56:10","363.72","128.04","4486.23","35366.26"
"22114","25/8/2021 00:00:00","38.9",,"16.79","12/4/2026 22:56:10","364.14","129.43","4496.19","35405.5"
"22115","26/8/2021 00:00:00","33.7333",,"18.84","12/4/2026 22:56:10","361.83","129.63","4470","35213.12"
"22116","27/8/2021 00:00:00","44.7667",,"16.39","12/4/2026 22:56:10","365.34","131.98","4509.37","35455.8"
"22117","30/8/2021 00:00:00","47.8667",,"16.19","12/4/2026 22:56:10","369.44","132.39","4528.79","35399.84"
"22118","31/8/2021 00:00:00","47.2333",,"16.48","12/4/2026 22:56:10","369.14","131.39","4522.68","35360.73"
"22119","1/9/2021 00:00:00","43.1333",,"16.11","12/4/2026 22:56:10","369.75","131.18","4524.09","35312.53"
"22120","2/9/2021 00:00:00","44.1667",,"16.41","12/4/2026 22:56:10","369.58","131.5","4536.95","35443.82"
"22121","3/9/2021 00:00:00","44.0667",,"16.41","12/4/2026 22:56:10","370.72","132.58","4535.43","35369.09"
"22122","7/9/2021 00:00:00","41.7",,"18.14","12/4/2026 22:56:10","371.24","132.31","4520.03","35100"
"22123","8/9/2021 00:00:00","38.5667",,"17.96","12/4/2026 22:56:10","369.95","130.56","4514.07","35031.07"
"22124","9/9/2021 00:00:00","33.8",,"18.8","12/4/2026 22:56:10","368.68","131.1","4493.28","34879.38"
"22125","10/9/2021 00:00:00","20.6",,"20.95","12/4/2026 22:56:10","365.88","132.09","4458.58","34607.72"
"22126","13/9/2021 00:00:00","28.2667",,"19.37","12/4/2026 22:56:10","365.63","133.08","4468.73","34869.63"
"22127","14/9/2021 00:00:00","24.8",,"19.46","12/4/2026 22:56:10","364.59","133.17","4443.05","34577.57"
"22128","15/9/2021 00:00:00","31.2",,"18.18","12/4/2026 22:56:10","367.3","133.63","4480.7","34814.39"
"22129","16/9/2021 00:00:00","31.5",,"18.69","12/4/2026 22:56:10","367.55","133.83","4473.75","34751.32"
"22130","17/9/2021 00:00:00","17.9333",,"20.81","12/4/2026 22:56:10","363.2","131.47","4432.99","34584.88"
"22131","20/9/2021 00:00:00","11.1",,"25.71","12/4/2026 22:56:10","355.69","128.27","4357.73","33970.47"
"22132","21/9/2021 00:00:00","11.45",,"24.36","12/4/2026 22:56:10","356.13","128.54","4354.19","33919.84"
"22133","22/9/2021 00:00:00","20.0333",,"20.87","12/4/2026 22:56:10","359.46","130.86","4395.64","34258.32"
